Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
Humanities,Graduate,3.41,2.59,Summarizing_Reading,Intermediate,2,True,23.46,2,Actively_Encouraged,5,3.802,75.32,Medium
STEM,Senior,3.753,22.32,Direct_Answer_Generation,Advanced,3,True,14.95,5,Strict_Ban,7,3.839,75.82,High
Business,Sophomore,3.474,6.89,Ideation,Advanced,5,False,7.73,5,Allowed_With_Citation,5,3.349,82.09,Medium
STEM,Freshman,3.692,6.72,Copywriting/Drafting,Advanced,3,False,10.94,1,Allowed_With_Citation,3,3.826,82.95,Low
STEM,Senior,3.611,11.45,Debugging/Troubleshooting,Beginner,3,True,12.5,3,Allowed_With_Citation,7,3.793,61.98,Medium
Humanities,Freshman,3.462,1.35,Ideation,Beginner,2,False,16.95,1,Allowed_With_Citation,5,3.634,59.92,Medium
Business,Freshman,2.957,6.81,Summarizing_Reading,Beginner,3,False,6.79,5,Strict_Ban,2,2.92,83.41,High
Humanities,Graduate,3.932,6.33,Summarizing_Reading,Intermediate,1,False,1.88,4,Allowed_With_Citation,6,4.0,90.68,High
STEM,Junior,3.835,4.07,Debugging/Troubleshooting,Intermediate,3,False,11.33,5,Allowed_With_Citation,6,4.0,74.94,Medium
Business,Sophomore,3.464,34.54,Debugging/Troubleshooting,Intermediate,1,True,6.42,8,Allowed_With_Citation,4,3.575,60.77,High
Humanities,Graduate,3.119,4.36,Summarizing_Reading,Intermediate,2,False,7.47,3,Allowed_With_Citation,2,3.249,57.13,High
Medical,Senior,3.44,13.04,Summarizing_Reading,Intermediate,2,True,15.37,2,Allowed_With_Citation,1,3.878,92.35,Medium
Humanities,Junior,3.37,1.72,Ideation,Beginner,2,False,5.85,4,Allowed_With_Citation,4,3.638,75.16,Medium
Business,Sophomore,3.124,21.87,Ideation,Beginner,2,True,5.54,8,Allowed_With_Citation,6,3.152,58.63,High
STEM,Senior,2.73,23.31,Debugging/Troubleshooting,Intermediate,3,True,6.98,8,Allowed_With_Citation,6,2.931,74.28,Medium
Arts,Senior,2.941,27.08,Copywriting/Drafting,Beginner,2,False,7.79,7,Allowed_With_Citation,6,3.084,69.3,High
Business,Senior,2.707,22.7,Ideation,Intermediate,4,False,10.2,7,Actively_Encouraged,6,2.833,78.55,High
Medical,Freshman,3.191,8.45,Copywriting/Drafting,Advanced,4,True,6.43,5,Actively_Encouraged,3,3.246,95.12,High
STEM,Senior,2.875,0.76,Ideation,Beginner,1,True,9.58,5,Allowed_With_Citation,4,3.237,79.9,Low
Humanities,Junior,3.59,9.28,Summarizing_Reading,Intermediate,3,False,6.23,5,Actively_Encouraged,6,3.767,58.45,Low
Business,Graduate,3.211,9.85,Copywriting/Drafting,Beginner,3,True,11.52,5,Strict_Ban,4,3.535,81.7,High
STEM,Junior,2.145,4.47,Debugging/Troubleshooting,Intermediate,1,True,9.88,5,Allowed_With_Citation,5,2.085,72.19,Medium
Humanities,Freshman,2.218,8.35,Copywriting/Drafting,Advanced,4,False,14.43,4,Allowed_With_Citation,2,2.179,80.62,High
Medical,Sophomore,3.605,1.92,Debugging/Troubleshooting,Advanced,3,False,7.76,1,Allowed_With_Citation,2,3.938,83.2,Medium
Humanities,Senior,2.299,0.18,Copywriting/Drafting,Intermediate,2,False,15.92,2,Allowed_With_Citation,5,2.392,74.99,Low
Medical,Senior,3.267,0.45,Direct_Answer_Generation,Advanced,4,False,10.24,2,Allowed_With_Citation,3,3.718,84.35,Low
STEM,Sophomore,3.035,4.44,Ideation,Intermediate,4,True,12.79,2,Strict_Ban,5,3.107,100.0,Medium
Business,Sophomore,2.471,14.62,Direct_Answer_Generation,Beginner,2,True,14.73,3,Allowed_With_Citation,2,2.611,78.92,Medium
Business,Freshman,3.229,9.79,Ideation,Beginner,3,True,21.88,5,Allowed_With_Citation,4,3.669,82.5,Low
Business,Sophomore,3.19,7.11,Debugging/Troubleshooting,Beginner,2,False,13.11,5,Strict_Ban,4,3.41,74.86,Medium
Medical,Freshman,3.626,2.45,Direct_Answer_Generation,Beginner,2,True,1.91,1,Actively_Encouraged,3,3.705,67.86,Medium
STEM,Graduate,3.502,4.35,Ideation,Beginner,1,False,5.34,1,Allowed_With_Citation,4,3.564,49.51,Low
Medical,Senior,3.27,14.53,Copywriting/Drafting,Beginner,2,False,8.01,7,Allowed_With_Citation,5,3.729,73.56,High
Business,Graduate,2.617,1.48,Ideation,Advanced,4,False,16.4,3,Actively_Encouraged,4,2.841,71.48,High
STEM,Graduate,2.175,16.26,Copywriting/Drafting,Intermediate,2,True,6.21,6,Strict_Ban,8,2.18,70.22,High
Medical,Junior,3.722,1.31,Ideation,Beginner,2,True,9.2,2,Actively_Encouraged,3,3.758,68.13,Medium
Humanities,Junior,2.871,12.01,Copywriting/Drafting,Intermediate,3,True,4.75,4,Allowed_With_Citation,8,3.068,66.84,High
Arts,Graduate,3.039,2.11,Summarizing_Reading,Advanced,4,False,18.01,3,Allowed_With_Citation,1,3.491,71.48,Medium
Humanities,Sophomore,2.591,4.74,Copywriting/Drafting,Advanced,5,False,13.21,3,Strict_Ban,3,2.586,83.3,Medium
Arts,Sophomore,3.775,14.13,Ideation,Advanced,3,True,11.53,3,Actively_Encouraged,3,4.0,100.0,High
Business,Sophomore,3.442,3.21,Summarizing_Reading,Beginner,1,False,11.41,1,Allowed_With_Citation,6,3.635,81.0,Low
STEM,Freshman,3.448,11.9,Debugging/Troubleshooting,Beginner,1,True,6.74,1,Actively_Encouraged,4,3.749,67.88,Low
Business,Sophomore,3.193,0.97,Debugging/Troubleshooting,Beginner,2,True,14.24,1,Allowed_With_Citation,8,3.347,86.22,Medium
STEM,Freshman,2.763,3.04,Debugging/Troubleshooting,Advanced,4,False,12.8,2,Strict_Ban,4,3.072,71.64,Low
Humanities,Freshman,2.619,1.91,Debugging/Troubleshooting,Advanced,3,False,11.66,2,Actively_Encouraged,8,2.676,100.0,Medium
STEM,Junior,2.583,5.53,Copywriting/Drafting,Intermediate,2,True,4.25,4,Allowed_With_Citation,3,3.028,73.44,Low
STEM,Senior,3.628,18.45,Debugging/Troubleshooting,Advanced,3,False,17.37,7,Allowed_With_Citation,2,4.0,86.72,Low
STEM,Junior,3.137,1.03,Debugging/Troubleshooting,Beginner,2,False,4.47,2,Strict_Ban,2,3.249,57.06,Medium
Business,Freshman,3.392,2.67,Ideation,Advanced,3,False,12.61,5,Allowed_With_Citation,1,3.584,68.79,Low
Humanities,Sophomore,3.749,2.63,Ideation,Intermediate,2,True,11.05,1,Allowed_With_Citation,3,3.794,100.0,Low
Business,Freshman,3.765,3.86,Summarizing_Reading,Beginner,1,True,12.18,4,Allowed_With_Citation,5,3.796,86.21,Medium
STEM,Senior,2.354,15.68,Ideation,Advanced,3,True,4.58,4,Actively_Encouraged,2,2.608,53.14,High
Business,Senior,3.895,11.5,Copywriting/Drafting,Intermediate,2,True,9.32,5,Allowed_With_Citation,8,3.802,96.06,High
Business,Freshman,3.822,8.41,Summarizing_Reading,Intermediate,1,False,20.17,1,Actively_Encouraged,6,3.924,86.22,Low
Humanities,Freshman,3.433,2.74,Copywriting/Drafting,Intermediate,4,False,12.65,2,Actively_Encouraged,1,3.65,77.49,Low
Medical,Sophomore,3.632,3.26,Summarizing_Reading,Beginner,1,False,13.36,4,Allowed_With_Citation,8,3.668,63.33,Low
Business,Sophomore,3.099,17.46,Ideation,Intermediate,4,False,14.55,6,Actively_Encouraged,4,3.365,91.63,High
Business,Sophomore,2.0,1.47,Copywriting/Drafting,Beginner,3,True,11.63,3,Strict_Ban,2,1.962,44.24,Low
STEM,Freshman,3.291,22.93,Debugging/Troubleshooting,Advanced,3,True,10.49,7,Actively_Encouraged,6,3.421,88.66,Medium
STEM,Sophomore,3.328,0.23,Ideation,Beginner,3,True,10.11,4,Allowed_With_Citation,2,3.461,89.04,Medium
Arts,Graduate,2.197,0.71,Copywriting/Drafting,Beginner,2,False,10.17,4,Allowed_With_Citation,6,2.357,61.94,Low
Arts,Graduate,3.412,6.54,Direct_Answer_Generation,Advanced,3,True,7.98,5,Allowed_With_Citation,2,3.727,88.57,Medium
STEM,Junior,3.169,10.58,Debugging/Troubleshooting,Advanced,4,False,7.99,4,Actively_Encouraged,1,3.485,68.54,Low
Humanities,Senior,3.622,2.77,Debugging/Troubleshooting,Beginner,2,False,18.77,3,Actively_Encouraged,6,4.0,83.38,Medium
Business,Freshman,3.002,0.8,Ideation,Beginner,2,True,2.39,3,Allowed_With_Citation,5,2.659,51.66,Low
Business,Freshman,2.496,9.39,Ideation,Beginner,1,False,7.57,2,Allowed_With_Citation,8,2.66,60.33,Low
Arts,Sophomore,3.549,25.4,Debugging/Troubleshooting,Beginner,2,True,12.67,5,Actively_Encouraged,8,3.815,71.23,High
STEM,Senior,2.415,6.08,Debugging/Troubleshooting,Advanced,3,True,4.95,2,Allowed_With_Citation,1,2.862,90.59,Medium
Humanities,Graduate,3.629,6.09,Copywriting/Drafting,Beginner,2,True,2.81,5,Strict_Ban,5,3.665,89.71,High
STEM,Sophomore,3.918,13.4,Copywriting/Drafting,Advanced,5,False,8.82,3,Allowed_With_Citation,5,4.0,91.78,Low
Humanities,Freshman,3.181,2.06,Copywriting/Drafting,Beginner,3,False,14.93,1,Allowed_With_Citation,6,3.083,60.64,Low
STEM,Senior,3.564,6.63,Summarizing_Reading,Advanced,5,True,10.99,5,Allowed_With_Citation,2,3.585,72.41,Medium
Medical,Sophomore,3.656,6.23,Summarizing_Reading,Beginner,1,False,4.04,1,Allowed_With_Citation,5,3.653,51.45,Low
Business,Senior,3.704,13.29,Ideation,Advanced,3,False,17.08,5,Strict_Ban,7,4.0,60.47,High
Arts,Junior,2.477,8.71,Copywriting/Drafting,Intermediate,1,True,4.4,3,Allowed_With_Citation,6,2.657,74.54,Medium
STEM,Freshman,3.693,10.49,Debugging/Troubleshooting,Advanced,4,True,19.5,5,Allowed_With_Citation,7,4.0,72.8,Medium
STEM,Senior,3.796,1.71,Summarizing_Reading,Beginner,3,True,11.05,3,Actively_Encouraged,1,3.989,72.2,Medium
STEM,Junior,3.918,2.36,Summarizing_Reading,Advanced,5,False,7.88,1,Actively_Encouraged,3,3.939,82.26,Low
Humanities,Sophomore,3.329,20.27,Copywriting/Drafting,Advanced,4,False,13.49,4,Strict_Ban,8,3.253,82.03,High
Arts,Graduate,3.16,15.14,Ideation,Advanced,4,True,13.19,7,Actively_Encouraged,4,3.488,94.38,Medium
Humanities,Freshman,3.047,0.12,Summarizing_Reading,Advanced,3,True,26.66,2,Actively_Encouraged,5,3.284,89.97,Medium
STEM,Sophomore,1.943,17.16,Debugging/Troubleshooting,Advanced,5,True,2.62,3,Strict_Ban,7,2.123,97.67,High
STEM,Sophomore,2.778,20.61,Debugging/Troubleshooting,Intermediate,4,True,20.95,4,Actively_Encouraged,5,3.182,92.55,High
STEM,Freshman,3.038,0.15,Summarizing_Reading,Beginner,2,True,5.25,3,Allowed_With_Citation,1,3.233,47.42,Medium
Arts,Freshman,3.805,8.98,Debugging/Troubleshooting,Beginner,2,False,16.28,3,Strict_Ban,4,4.0,79.0,Medium
Humanities,Freshman,3.127,27.24,Copywriting/Drafting,Intermediate,1,False,10.42,4,Allowed_With_Citation,5,3.428,61.48,High
Business,Junior,2.431,24.34,Copywriting/Drafting,Beginner,1,True,15.84,8,Allowed_With_Citation,7,2.528,82.97,High
Business,Sophomore,2.946,6.25,Summarizing_Reading,Advanced,3,True,7.86,3,Actively_Encouraged,5,3.38,68.44,Medium
STEM,Senior,3.448,5.6,Summarizing_Reading,Beginner,2,False,5.37,5,Allowed_With_Citation,4,3.538,85.6,Medium
STEM,Sophomore,2.196,12.2,Debugging/Troubleshooting,Advanced,5,True,3.24,1,Strict_Ban,6,2.423,73.88,High
Arts,Senior,2.782,9.09,Copywriting/Drafting,Intermediate,1,True,6.76,3,Strict_Ban,7,2.975,59.24,Medium
Business,Freshman,3.197,12.03,Ideation,Advanced,4,False,5.44,3,Allowed_With_Citation,5,3.291,93.77,Medium
Humanities,Freshman,3.385,0.07,Copywriting/Drafting,Advanced,3,False,14.89,4,Actively_Encouraged,3,3.632,68.62,Low
STEM,Sophomore,3.632,2.16,Copywriting/Drafting,Beginner,2,False,12.99,1,Actively_Encouraged,5,3.678,84.02,Low
STEM,Senior,3.377,2.72,Debugging/Troubleshooting,Intermediate,5,False,21.51,4,Actively_Encouraged,4,3.549,89.76,High
STEM,Freshman,3.653,17.07,Debugging/Troubleshooting,Intermediate,3,False,9.39,4,Allowed_With_Citation,1,3.718,97.29,Medium
STEM,Sophomore,3.473,13.1,Debugging/Troubleshooting,Advanced,4,False,16.03,6,Allowed_With_Citation,3,3.909,95.87,High
STEM,Freshman,3.695,10.49,Summarizing_Reading,Beginner,3,True,10.7,4,Strict_Ban,6,4.0,61.07,Medium
Humanities,Junior,2.681,2.71,Copywriting/Drafting,Advanced,5,False,3.77,4,Allowed_With_Citation,4,2.803,65.92,High
STEM,Graduate,3.414,15.08,Direct_Answer_Generation,Advanced,5,True,7.02,3,Actively_Encouraged,6,3.201,75.74,High
STEM,Sophomore,2.793,7.23,Debugging/Troubleshooting,Advanced,4,False,17.23,3,Actively_Encouraged,4,3.186,88.89,Low
Medical,Junior,2.556,0.93,Debugging/Troubleshooting,Advanced,3,False,4.74,1,Allowed_With_Citation,3,2.924,100.0,Medium
Business,Junior,2.721,9.24,Ideation,Intermediate,2,False,9.84,3,Actively_Encouraged,4,3.05,82.71,Medium
Medical,Graduate,3.059,4.73,Summarizing_Reading,Beginner,1,True,6.33,4,Strict_Ban,7,3.341,61.94,High
Humanities,Senior,3.123,9.93,Copywriting/Drafting,Intermediate,1,True,14.57,3,Allowed_With_Citation,3,3.339,65.57,Medium
Business,Freshman,3.203,6.2,Ideation,Beginner,1,False,18.3,1,Allowed_With_Citation,6,3.467,82.53,Low
STEM,Freshman,3.243,31.72,Debugging/Troubleshooting,Beginner,3,False,5.81,6,Allowed_With_Citation,3,3.47,27.22,High
Business,Junior,2.546,10.49,Ideation,Intermediate,3,True,15.03,5,Actively_Encouraged,4,2.762,79.57,Low
STEM,Junior,3.576,10.23,Direct_Answer_Generation,Advanced,3,False,19.37,3,Allowed_With_Citation,2,4.0,81.9,Medium
STEM,Sophomore,3.623,10.14,Debugging/Troubleshooting,Intermediate,3,True,10.07,3,Actively_Encouraged,2,3.843,80.11,Medium
Medical,Senior,2.288,0.97,Ideation,Intermediate,2,True,11.29,1,Actively_Encouraged,2,2.589,68.48,Medium
Business,Junior,3.827,11.9,Debugging/Troubleshooting,Intermediate,2,True,15.82,4,Allowed_With_Citation,4,4.0,70.79,Low
Medical,Junior,2.595,6.15,Summarizing_Reading,Intermediate,4,True,11.54,5,Allowed_With_Citation,7,3.076,81.25,Medium
Humanities,Junior,2.563,4.81,Copywriting/Drafting,Intermediate,4,False,19.74,5,Allowed_With_Citation,4,2.961,77.0,Medium
Humanities,Graduate,3.698,4.83,Summarizing_Reading,Beginner,2,False,9.84,2,Allowed_With_Citation,1,3.724,57.65,Low
Humanities,Sophomore,3.75,6.47,Direct_Answer_Generation,Advanced,4,True,14.84,4,Strict_Ban,4,4.0,96.29,Low
Business,Senior,2.861,0.9,Ideation,Advanced,3,True,9.88,2,Actively_Encouraged,6,3.166,79.97,Medium
Business,Freshman,3.472,3.39,Ideation,Beginner,1,True,7.71,2,Strict_Ban,5,3.388,72.74,Medium
Medical,Freshman,2.908,14.1,Summarizing_Reading,Intermediate,2,True,9.57,6,Allowed_With_Citation,3,2.821,72.47,Medium
STEM,Graduate,3.325,13.67,Debugging/Troubleshooting,Beginner,2,True,9.12,7,Allowed_With_Citation,5,3.789,71.41,High
Business,Senior,3.229,22.89,Ideation,Beginner,2,True,7.14,5,Allowed_With_Citation,5,3.313,91.23,Medium
Humanities,Junior,3.794,7.07,Summarizing_Reading,Beginner,3,True,18.27,5,Allowed_With_Citation,3,4.0,81.67,Medium
STEM,Sophomore,2.795,26.0,Summarizing_Reading,Beginner,2,False,8.07,4,Strict_Ban,5,2.845,36.6,High
Business,Freshman,2.764,3.12,Ideation,Beginner,3,False,14.85,4,Strict_Ban,5,3.015,68.32,Medium
Business,Sophomore,3.561,1.81,Ideation,Intermediate,4,False,11.75,3,Actively_Encouraged,3,3.813,77.03,Low
STEM,Junior,2.591,7.73,Debugging/Troubleshooting,Beginner,1,False,5.46,4,Allowed_With_Citation,8,2.652,77.27,Medium
STEM,Junior,3.634,4.74,Summarizing_Reading,Intermediate,2,False,5.07,3,Strict_Ban,6,3.821,40.92,Medium
Humanities,Freshman,3.216,5.93,Ideation,Intermediate,3,True,14.93,1,Actively_Encouraged,3,3.54,87.66,Low
Humanities,Junior,3.364,4.39,Summarizing_Reading,Beginner,2,True,15.48,3,Allowed_With_Citation,4,3.562,58.21,Low
Humanities,Junior,2.455,0.92,Copywriting/Drafting,Beginner,3,False,10.3,1,Allowed_With_Citation,4,2.697,72.22,Medium
STEM,Graduate,2.094,15.14,Direct_Answer_Generation,Beginner,2,True,12.3,4,Actively_Encouraged,5,1.909,74.05,High
STEM,Junior,3.619,0.02,Debugging/Troubleshooting,Advanced,3,True,15.39,3,Allowed_With_Citation,3,4.0,96.7,Low
Medical,Junior,3.494,36.66,Copywriting/Drafting,Beginner,3,False,10.99,8,Allowed_With_Citation,8,3.864,57.45,High
Medical,Senior,2.784,16.05,Ideation,Beginner,2,True,8.49,6,Actively_Encouraged,3,3.054,55.38,High
Humanities,Sophomore,2.728,12.67,Copywriting/Drafting,Advanced,5,True,1.13,2,Actively_Encouraged,2,2.745,76.45,Medium
Medical,Sophomore,2.503,0.24,Summarizing_Reading,Beginner,2,True,8.21,2,Actively_Encouraged,1,2.496,54.07,Low
Business,Junior,3.265,40.0,Ideation,Advanced,3,False,7.97,9,Strict_Ban,10,3.431,71.0,High
STEM,Senior,3.021,24.35,Direct_Answer_Generation,Advanced,5,False,1.69,4,Allowed_With_Citation,3,2.59,47.92,High
STEM,Junior,2.883,36.8,Debugging/Troubleshooting,Advanced,4,False,6.76,7,Allowed_With_Citation,3,3.23,69.68,High
Medical,Freshman,3.214,11.22,Summarizing_Reading,Advanced,3,True,12.83,2,Allowed_With_Citation,3,3.428,96.13,Medium
Business,Sophomore,3.429,1.09,Ideation,Advanced,3,True,6.43,4,Allowed_With_Citation,1,3.492,69.67,Medium
Arts,Junior,3.887,18.69,Summarizing_Reading,Advanced,5,False,7.62,6,Strict_Ban,9,4.0,83.49,Low
Medical,Junior,3.575,7.2,Summarizing_Reading,Intermediate,2,False,5.77,4,Allowed_With_Citation,3,4.0,75.11,Medium
Humanities,Sophomore,3.267,2.32,Debugging/Troubleshooting,Intermediate,4,False,9.85,1,Actively_Encouraged,5,3.299,65.35,Low
STEM,Junior,3.149,1.62,Summarizing_Reading,Intermediate,4,False,12.12,2,Allowed_With_Citation,1,3.104,65.13,Medium
STEM,Senior,3.035,25.44,Direct_Answer_Generation,Advanced,3,False,5.77,7,Actively_Encouraged,3,2.211,67.84,High
STEM,Junior,2.252,28.55,Debugging/Troubleshooting,Beginner,2,True,13.38,5,Allowed_With_Citation,6,2.541,64.37,High
STEM,Junior,2.462,9.33,Summarizing_Reading,Advanced,5,True,6.24,1,Allowed_With_Citation,2,2.486,100.0,Medium
Humanities,Senior,3.318,11.02,Ideation,Intermediate,2,False,5.6,4,Actively_Encouraged,5,3.472,98.75,High
STEM,Senior,3.614,40.0,Debugging/Troubleshooting,Intermediate,3,True,2.95,7,Actively_Encouraged,5,3.785,67.3,High
STEM,Junior,2.969,18.54,Debugging/Troubleshooting,Beginner,3,False,13.1,5,Allowed_With_Citation,4,3.298,78.16,Medium
Humanities,Graduate,2.78,9.67,Copywriting/Drafting,Advanced,4,False,3.67,3,Actively_Encouraged,2,2.585,70.15,High
Humanities,Freshman,3.726,7.35,Copywriting/Drafting,Beginner,2,True,21.26,5,Strict_Ban,1,4.0,86.83,Low
Humanities,Sophomore,3.152,8.94,Debugging/Troubleshooting,Advanced,4,False,14.85,3,Allowed_With_Citation,1,3.693,93.71,Medium
Humanities,Freshman,2.946,19.79,Summarizing_Reading,Advanced,3,True,4.82,4,Strict_Ban,7,3.108,73.9,High
Business,Senior,3.061,2.16,Copywriting/Drafting,Advanced,4,True,5.45,3,Allowed_With_Citation,4,3.251,90.09,High
Medical,Senior,3.563,6.59,Summarizing_Reading,Intermediate,1,True,7.09,2,Allowed_With_Citation,7,3.577,67.16,Low
STEM,Senior,2.863,2.74,Debugging/Troubleshooting,Advanced,4,False,17.5,2,Actively_Encouraged,2,3.325,100.0,Low
STEM,Freshman,2.165,10.15,Direct_Answer_Generation,Intermediate,3,False,12.37,5,Strict_Ban,4,2.144,87.79,Medium
Arts,Senior,3.128,1.04,Copywriting/Drafting,Intermediate,2,False,7.98,1,Actively_Encouraged,4,3.257,81.79,Medium
Business,Sophomore,1.853,0.8,Summarizing_Reading,Advanced,3,False,12.13,4,Actively_Encouraged,4,2.003,76.83,Medium
Arts,Graduate,2.655,8.2,Debugging/Troubleshooting,Intermediate,1,False,1.96,6,Allowed_With_Citation,3,2.974,74.45,High
STEM,Freshman,2.813,6.61,Direct_Answer_Generation,Beginner,2,False,11.18,4,Allowed_With_Citation,4,2.852,58.69,Medium
Arts,Freshman,3.672,8.74,Ideation,Advanced,3,False,18.62,2,Allowed_With_Citation,7,3.932,88.79,Medium
Medical,Graduate,3.407,18.09,Debugging/Troubleshooting,Advanced,3,False,10.74,5,Allowed_With_Citation,3,3.856,73.68,Low
Business,Junior,3.549,12.32,Debugging/Troubleshooting,Intermediate,4,False,14.97,3,Allowed_With_Citation,4,3.876,88.85,Low
STEM,Junior,3.804,13.95,Summarizing_Reading,Beginner,3,True,5.77,5,Strict_Ban,9,3.755,65.64,High
Medical,Sophomore,3.281,26.38,Summarizing_Reading,Advanced,3,True,14.28,5,Allowed_With_Citation,3,3.679,59.94,High
Arts,Senior,3.403,7.49,Copywriting/Drafting,Beginner,1,True,11.53,4,Allowed_With_Citation,1,3.719,89.51,Low
Arts,Sophomore,2.592,5.77,Copywriting/Drafting,Beginner,3,True,12.76,4,Strict_Ban,6,2.835,80.98,Medium
STEM,Sophomore,3.371,6.18,Ideation,Intermediate,2,False,17.36,3,Allowed_With_Citation,6,3.758,82.41,Medium
Arts,Freshman,3.184,2.07,Copywriting/Drafting,Intermediate,2,False,12.41,4,Actively_Encouraged,3,3.101,74.73,Low
STEM,Junior,3.151,0.33,Debugging/Troubleshooting,Intermediate,4,True,13.6,2,Allowed_With_Citation,4,3.158,91.23,Medium
STEM,Graduate,3.336,3.16,Debugging/Troubleshooting,Beginner,3,True,14.57,3,Allowed_With_Citation,2,3.508,90.88,Low
Business,Graduate,2.981,2.4,Ideation,Intermediate,4,True,13.6,6,Allowed_With_Citation,2,3.314,75.42,Medium
STEM,Graduate,2.978,2.57,Debugging/Troubleshooting,Advanced,3,True,21.42,2,Allowed_With_Citation,2,3.727,94.95,Low
Business,Junior,3.823,6.93,Ideation,Beginner,2,True,3.76,4,Allowed_With_Citation,5,4.0,96.85,Low
Business,Senior,3.507,8.54,Ideation,Beginner,2,True,16.1,4,Allowed_With_Citation,3,3.846,78.38,Low
STEM,Junior,2.949,21.76,Copywriting/Drafting,Beginner,2,True,19.87,6,Allowed_With_Citation,4,3.284,63.25,High
Business,Junior,3.297,24.28,Ideation,Advanced,3,True,3.82,4,Strict_Ban,5,3.678,83.9,Medium
Medical,Senior,2.464,23.27,Summarizing_Reading,Advanced,3,True,4.65,5,Allowed_With_Citation,3,2.682,82.42,High
STEM,Senior,3.239,6.3,Summarizing_Reading,Intermediate,3,False,12.69,4,Strict_Ban,4,3.662,71.95,High
Business,Freshman,3.156,18.72,Ideation,Advanced,3,True,11.15,6,Allowed_With_Citation,2,3.253,74.43,Medium
Humanities,Graduate,2.801,2.85,Summarizing_Reading,Beginner,1,False,16.99,3,Allowed_With_Citation,4,3.214,72.75,Low
Humanities,Senior,3.633,6.14,Copywriting/Drafting,Intermediate,3,True,7.84,2,Strict_Ban,2,3.764,88.78,Medium
STEM,Senior,3.129,20.62,Ideation,Intermediate,4,False,6.34,6,Actively_Encouraged,4,3.228,78.91,Medium
Humanities,Graduate,3.096,5.68,Ideation,Beginner,1,False,6.48,3,Allowed_With_Citation,2,3.518,55.87,High
STEM,Junior,3.159,0.1,Copywriting/Drafting,Intermediate,1,True,13.15,1,Actively_Encouraged,7,3.089,71.67,Medium
Medical,Senior,3.148,9.42,Ideation,Intermediate,3,False,14.58,3,Strict_Ban,1,3.657,81.35,Medium
Business,Junior,3.315,12.7,Debugging/Troubleshooting,Beginner,2,True,9.38,5,Allowed_With_Citation,2,3.72,72.02,Low
Business,Junior,3.289,9.44,Debugging/Troubleshooting,Beginner,2,False,10.72,2,Allowed_With_Citation,6,3.454,90.01,Medium
Humanities,Freshman,3.682,0.89,Copywriting/Drafting,Intermediate,3,False,5.71,3,Actively_Encouraged,1,3.824,78.27,Low
Business,Senior,3.721,2.13,Direct_Answer_Generation,Advanced,5,False,18.32,2,Strict_Ban,9,4.0,67.03,Medium
Humanities,Graduate,3.138,9.44,Debugging/Troubleshooting,Beginner,3,False,12.59,4,Allowed_With_Citation,3,3.47,76.53,High
Humanities,Graduate,2.58,34.0,Copywriting/Drafting,Advanced,4,True,3.68,6,Allowed_With_Citation,7,2.78,74.88,High
Humanities,Freshman,3.722,1.08,Copywriting/Drafting,Intermediate,2,True,9.52,2,Actively_Encouraged,3,3.749,61.37,Low
